[2025-09-22 17:06:49] [INFO    ] discord.client: logging in using static token
[2025-09-22 17:06:51] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 0e441c147a89ee9ab70220534976726d).
[2025-09-22 17:06:51] [DEBUG   ] discord.client: Dispatching event connect
[2025-09-22 17:06:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'members': [{'user': {'username': 'inventory bot', 'public_flags': 0, 'primary_guild': None, 'id': '1410806095118602370', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '6726', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1410808562594218076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-29T02:09:33.642000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'owner_id': '272617475521380352', 'premium_subscription_count': 0, 'soundboard_sounds': [], 'verification_level': 0, 'profile': None, 'banner': None, 'unavailable': False, 'home_header': None, 'presences': [], 'incidents_data': None, 'large': False, 'max_stage_video_channel_users': 50, 'joined_at': '2025-08-29T02:09:33.642000+00:00', 'application_id': None, 'premium_progress_bar_enabled': False, 'system_channel_id': '1410748812670140469', 'safety_alerts_channel_id': None, 'id': '1410748812007571549', 'rules_channel_id': None, 'hub_type': None, 'explicit_content_filter': 0, 'nsfw': False, 'name': 'test server', 'inventory_settings': None, 'roles': [{'version': 1756419127384, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1410748812007571549', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1757967771712, 'unicode_emoji': None, 'tags': {'bot_id': '1409273896993165435'}, 'position': 3, 'permissions': '2048', 'name': 'example', 'mentionable': False, 'managed': True, 'id': '1410749130241998901', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1757967771707, 'unicode_emoji': None, 'tags': {'bot_id': '1410806095118602370'}, 'position': 2, 'permissions': '274877983808', 'name': 'inventory bot', 'mentionable': False, 'managed': True, 'id': '1410808562594218076', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1757967771875, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'Owner', 'mentionable': False, 'managed': False, 'id': '1417244275782975588', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'emojis': [], 'premium_features': None, 'afk_channel_id': None, 'threads': [], 'guild_scheduled_events': [], 'stickers': [], 'activity_instances': [], 'preferred_locale': 'en-US', 'description': None, 'embedded_activities': [], 'vanity_url_code': None, 'application_command_counts': {}, 'mfa_level': 0, 'moderator_reporting': None, 'icon': None, 'nsfw_level': 0, 'system_channel_flags': 0, 'max_members': 25000000, 'default_message_notifications': 0, 'afk_timeout': 300, 'channels': [{'version': 1756419127387, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1410748812670140467', 'flags': 0}, {'version': 1756419127391, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1410748812670140468', 'flags': 0}, {'version': 1756419127405, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1410748812670140467', 'name': 'general', 'last_message_id': '1419835215060406322', 'id': '1410748812670140469', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1756419127415, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1410748812670140468', 'name': 'General', 'last_message_id': None, 'id': '1410748812670140470', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'max_video_channel_users': 25, 'voice_states': [], 'latest_onboarding_question_id': None, 'owner_configured_content_level': 0, 'stage_instances': [], 'lazy': True, 'features': [], 'splash': None, 'premium_tier': 0, 'member_count': 3, 'region': 'deprecated', 'version': 1757967759796, 'public_updates_channel_id': None, 'discovery_splash': None}}
[2025-09-22 17:06:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:06:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '4202695afaa549c910d6594812bc95b4', 'members': [{'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'display_name': 'raeb', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'roles': ['1417244275782975588'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'example', 'public_flags': 524288, 'primary_guild': None, 'id': '1409273896993165435', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2279', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1410749130241998901'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:13:23.192000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'inventory bot', 'public_flags': 0, 'primary_guild': None, 'id': '1410806095118602370', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '6726', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1410808562594218076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-29T02:09:33.642000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1410748812007571549', 'chunk_index': 0, 'chunk_count': 1}}
[2025-09-22 17:06:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:06:51] [DEBUG   ] discord.state: Processed a chunk for 3 members in guild ID 1410748812007571549.
[2025-09-22 17:06:53] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-09-22 17:06:53] [DEBUG   ] discord.client: Dispatching event ready
[2025-09-22 17:06:53] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/applications/1410806095118602370/guilds/1410748812007571549/commands with [{"name":"hellooo","description":"Says hello","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"tester","description":"checking if permissions working","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"show_inventory","description":"Shows a list of all inventory items and their amount in storage","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"add_item","description":"Add a new item into storage.","type":1,"options":[{"type":3,"name":"item_name","description":"name of the new item to be","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null}] has returned 200
[2025-09-22 17:06:53] [DEBUG   ] discord.http: PUT /applications/{application_id}/guilds/{guild_id}/commands has found its initial rate limit bucket hash (3e32a240d3716487d7d8f6dae6c54f6b).
[2025-09-22 17:06:53] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/applications/1410806095118602370/guilds/1410748812007571549/commands has received [{'id': '1419784456499236874', 'application_id': '1410806095118602370', 'version': '1419784456499236877', 'default_member_permissions': None, 'type': 1, 'name': 'hellooo', 'name_localizations': None, 'description': 'Says hello', 'description_localizations': None, 'guild_id': '1410748812007571549', 'nsfw': False}, {'id': '1419784456499236875', 'application_id': '1410806095118602370', 'version': '1419784456499236878', 'default_member_permissions': None, 'type': 1, 'name': 'tester', 'name_localizations': None, 'description': 'checking if permissions working', 'description_localizations': None, 'guild_id': '1410748812007571549', 'nsfw': False}, {'id': '1419784456499236876', 'application_id': '1410806095118602370', 'version': '1419784456499236879', 'default_member_permissions': None, 'type': 1, 'name': 'show_inventory', 'name_localizations': None, 'description': 'Shows a list of all inventory items and their amount in storage', 'description_localizations': None, 'guild_id': '1410748812007571549', 'nsfw': False}, {'id': '1419837390612336801', 'application_id': '1410806095118602370', 'version': '1419837390612336802', 'default_member_permissions': None, 'type': 1, 'name': 'add_item', 'name_localizations': None, 'description': 'Add a new item into storage.', 'description_localizations': None, 'guild_id': '1410748812007571549', 'options': [{'type': 3, 'name': 'item_name', 'name_localizations': None, 'description': 'name of the new item to be', 'description_localizations': None, 'required': True}], 'nsfw': False}]
[2025-09-22 17:07:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 4, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQxOTgzNzUwMDg5NzIzMDg4OTpYRFFIUW5GRHlNRVVTRmhIem9lUE5ETXVCMjNpelRUMnN5SUYxOUJvOGVqVVBzN1AzVjUzQUxNVWJCNHVXbG5MNVh3UEdjSzFkWmZvTTBvcXptZnY4Z044cHNENTNSQzV2T0NLYVFoMExrdjh4OE1QcmdOVlJQck95S0pnbjlScQ', 'member': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'unusual_dm_activity_until': None, 'roles': ['1417244275782975588'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1419837500897230889', 'guild_locale': 'en-US', 'guild_id': '1410748812007571549', 'guild': {'locale': 'en-US', 'id': '1410748812007571549', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'options': [{'value': 'dog', 'type': 3, 'name': 'item_name'}], 'name': 'add_item', 'id': '1419837390612336801', 'guild_id': '1410748812007571549'}, 'context': 0, 'channel_id': '1410748812670140469', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '9007199254740991', 'parent_id': '1410748812670140467', 'nsfw': False, 'name': 'general', 'last_message_id': '1419835215060406322', 'id': '1410748812670140469', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1410748812007571549', 'flags': 0}, 'authorizing_integration_owners': {'0': '1410748812007571549'}, 'attachment_size_limit': 10485760, 'application_id': '1410806095118602370', 'app_permissions': '2248473465843265'}}
[2025-09-22 17:07:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:07:19] [DEBUG   ] discord.client: Dispatching event interaction
[2025-09-22 17:07:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'webhook_id': '1410806095118602370', 'type': 20, 'tts': False, 'timestamp': '2025-09-23T00:07:19.849000+00:00', 'position': 0, 'pinned': False, 'nonce': '1419837491610910720', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1410808562594218076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-29T02:09:33.642000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': None, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'type': 2, 'name': 'add_item', 'id': '1419837500897230889', 'command_type': 1, 'authorizing_integration_owners': {'0': '1410748812007571549'}}, 'interaction': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': None, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'type': 2, 'name': 'add_item', 'member': {'roles': ['1417244275782975588'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1419837500897230889'}, 'id': '1419837502281220297', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Successfully added dog into inventory.', 'components': [], 'channel_type': 0, 'channel_id': '1410748812670140469', 'author': {'username': 'inventory bot', 'public_flags': 0, 'primary_guild': None, 'id': '1410806095118602370', 'global_name': None, 'display_name_styles': None, 'discriminator': '6726', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1410806095118602370', 'guild_id': '1410748812007571549'}}
[2025-09-22 17:07:19] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:07:19] [DEBUG   ] discord.client: Dispatching event message
[2025-09-22 17:07:19] [DEBUG   ] discord.webhook.async_: Webhook ID 1419837500897230889 with POST https://discord.com/api/v10/interactions/1419837500897230889/aW50ZXJhY3Rpb246MTQxOTgzNzUwMDg5NzIzMDg4OTpYRFFIUW5GRHlNRVVTRmhIem9lUE5ETXVCMjNpelRUMnN5SUYxOUJvOGVqVVBzN1AzVjUzQUxNVWJCNHVXbG5MNVh3UEdjSzFkWmZvTTBvcXptZnY4Z044cHNENTNSQzV2T0NLYVFoMExrdjh4OE1QcmdOVlJQck95S0pnbjlScQ/callback has returned status code 200
[2025-09-22 17:07:19] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2025-09-22 17:07:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 6, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTQxOTgzNzUxNDI1NjA4OTEyODpNaGwyR3RyUGp1THdWWHBUTkxpdjlLREs1dkRjSVoxQzVkdUdldHZCdG1JS0NEWUVqNmlQWFIxbHdWOFEzT1hnazBKUU5VOXVBV1pqQWVqVXVCbllsRm1tVTdmUlBSdTVSSXpjTkNoOHBNZ0FsdzBwQ2sxdVpZdk83YkkyNDBTTA', 'member': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': None, 'identity_guild_id': None, 'identity_enabled': False, 'badge': None}, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'unusual_dm_activity_until': None, 'roles': ['1417244275782975588'], 'premium_since': None, 'permissions': '9007199254740991', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'flags': 0, 'display_name_styles': None, 'deaf': False, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1419837514256089128', 'guild_locale': 'en-US', 'guild_id': '1410748812007571549', 'guild': {'locale': 'en-US', 'id': '1410748812007571549', 'features': []}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'options': [{'value': 'dog food', 'type': 3, 'name': 'item_name'}], 'name': 'add_item', 'id': '1419837390612336801', 'guild_id': '1410748812007571549'}, 'context': 0, 'channel_id': '1410748812670140469', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 0, 'permissions': '9007199254740991', 'parent_id': '1410748812670140467', 'nsfw': False, 'name': 'general', 'last_message_id': '1419837502281220297', 'id': '1410748812670140469', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1410748812007571549', 'flags': 0}, 'authorizing_integration_owners': {'0': '1410748812007571549'}, 'attachment_size_limit': 10485760, 'application_id': '1410806095118602370', 'app_permissions': '2248473465843265'}}
[2025-09-22 17:07:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:07:22] [DEBUG   ] discord.client: Dispatching event interaction
[2025-09-22 17:07:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'webhook_id': '1410806095118602370', 'type': 20, 'tts': False, 'timestamp': '2025-09-23T00:07:22.901000+00:00', 'position': 0, 'pinned': False, 'nonce': '1419837513387737088', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1410808562594218076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-29T02:09:33.642000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': None, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'type': 2, 'name': 'add_item', 'id': '1419837514256089128', 'command_type': 1, 'authorizing_integration_owners': {'0': '1410748812007571549'}}, 'interaction': {'user': {'username': 'raeb.', 'public_flags': 256, 'primary_guild': None, 'id': '272617475521380352', 'global_name': 'raeb', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'e4f3572ade6a694216e12d1391a575a7'}, 'type': 2, 'name': 'add_item', 'member': {'roles': ['1417244275782975588'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-28T22:12:07.309000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1419837514256089128'}, 'id': '1419837515082502235', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Successfully added dog food into inventory.', 'components': [], 'channel_type': 0, 'channel_id': '1410748812670140469', 'author': {'username': 'inventory bot', 'public_flags': 0, 'primary_guild': None, 'id': '1410806095118602370', 'global_name': None, 'display_name_styles': None, 'discriminator': '6726', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1410806095118602370', 'guild_id': '1410748812007571549'}}
[2025-09-22 17:07:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-22 17:07:22] [DEBUG   ] discord.client: Dispatching event message
[2025-09-22 17:07:22] [DEBUG   ] discord.webhook.async_: Webhook ID 1419837514256089128 with POST https://discord.com/api/v10/interactions/1419837514256089128/aW50ZXJhY3Rpb246MTQxOTgzNzUxNDI1NjA4OTEyODpNaGwyR3RyUGp1THdWWHBUTkxpdjlLREs1dkRjSVoxQzVkdUdldHZCdG1JS0NEWUVqNmlQWFIxbHdWOFEzT1hnazBKUU5VOXVBV1pqQWVqVXVCbllsRm1tVTdmUlBSdTVSSXpjTkNoOHBNZ0FsdzBwQ2sxdVpZdk83YkkyNDBTTA/callback has returned status code 200
[2025-09-22 17:07:22] [DEBUG   ] discord.client: Dispatching event app_command_completion
